Price,Area,Price per cent,Location,Latitude,Longitude,distance_to_technopark,distance_to_agasthyamalai_hills,distance_to_ponmudi_hills,distance_to_nearest_beach,distance_to_nearest_lake,density,price_to_price_per_cent_ratio,beach_proximity,lake_proximity,Unnamed: 0,Url
3600000.0,6.019283747,598077.8032,naruvamoodu,8.45,77.0343,25.65008559,51.49093777,55.67412702,12.1871495,7.0954625,Low,6.019283746593323,Inland,Inland,,
950000.0,8.953168044,106107.6923,chakka,8.4988,76.9198,10.94231073,52.73668913,56.91987838,5.355596004,3.948278567,Low,8.953168044726198,Inland,Inland,,
5250000.0,7.412764004,708237.8445,mangattukonam,8.5921,76.8937,5.847951,51.056459,55.239652,8.521663,12.06546,Low,7.412764004028028,Inland,Inland,,
14800000.0,8.748852158,1691650.485,kumarapuram,8.5118,76.9253,11.265095,50.934787,55.11798,5.661267,4.070057,Low,8.748852160202585,Inland,Inland,,
2500000.0,3.443526171,726000.0,thiruvallam,8.4479,76.9557,18.116752,56.031606,60.214799,6.992976,10.639722,Low,3.443526170798898,Inland,Inland,,
75000000.0,33.92102847,2211017.867,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,33.92102846358409,Inland,Inland,,
4500000.0,44.99540863,100010.2041,amboori,8.5041,77.1916,45.65069881,51.48394518,55.66713443,31.94455031,31.69775382,Low,44.995408623508645,Inland,Inland,,
12100000.0,10.99862259,1100137.758,kudappanakunnu,8.549,76.9624,12.911424,44.62843,48.811623,12.428108,10.836898,Low,10.998622592499004,Inland,Inland,,
360000.0,3.443526171,104544.0,malayinkeezh,8.4902,77.0361,24.337032,47.113524,51.296717,16.808597,11.716912,Low,3.443526170798898,Inland,Inland,,
16800000.0,15.99862259,1050090.4,vettukkad,8.4965,76.9017,11.1397871,55.98303373,60.16622298,0.477177484,5.652523663,Low,15.998622594778508,Beachfront,Inland,,
2000000.0,9.997704316,200045.9242,marayamuttom,8.4165,77.1082,36.100454,55.447474,59.630667,14.522803,15.175828,Low,9.997704317136996,Inland,Inland,,
1300000.0,3.999081726,325074.6269,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,3.999081725932145,Inland,Inland,,
42000000.0,34.9862259,1200472.441,kulathoor,8.3319,77.0967,40.38119,64.786367,68.96956,5.40518,19.586336,Low,34.986225893710454,Inland,Inland,,
6000000.0,3.999081726,1500344.432,kumarapuram,8.5118,76.9253,11.265095,50.934787,55.11798,5.661267,4.070057,Low,3.999081725522077,Inland,Inland,,
10000000.0,9.997704316,1000229.621,technopark,8.5581,76.8816,2.724974884,53.80764552,57.99083477,5.398689473,7.571957401,High,9.997704317136996,Inland,Inland,,
12000000.0,9.997704316,1200275.545,vettamukku,8.5066,76.9858,17.774202,48.59153,52.774723,11.832711,12.02813,Low,9.997704318802898,Inland,Inland,,
10200000.0,5.99862259,1700390.356,pongumoodu,8.5393,76.9174,7.839663,50.295587,54.47878,7.969712,6.378502,Low,5.99862258922386,Inland,Inland,,
8000000.0,16.01239669,499612.9034,kattakkada,8.5033,77.0852,29.967282,42.455763,46.638956,20.251251,17.19968,Low,16.01239668863204,Inland,Inland,,
5600000.0,6.999540863,800052.4762,peyad,8.5173,77.0237,22.032659,45.040947,49.22414,15.810231,14.532601,Low,6.999540863367182,Inland,Inland,,
16800000.0,11.99954086,1400053.568,pattom,8.5207,76.9423,11.838466,48.973988,53.157181,7.873973,6.282763,High,11.999540863282167,Inland,Inland,,
11300000.0,14.99770432,753448.6451,kudappanakunnu,8.549,76.9624,12.911424,44.62843,48.811623,12.428108,10.836898,Low,14.997704320644482,Inland,Inland,,
18000000.0,11.99954086,1500057.395,kowdiar,8.5222,76.9605,13.27826467,46.80432058,50.98750983,9.780415629,8.189200846,Low,11.99954085756832,Inland,Inland,,
72000000.0,35.99632691,2000204.081,medicalcollege,8.5236,76.9283,9.844377,50.239953,54.423146,6.533052,4.941842,High,35.99632691680325,Inland,Inland,,
6800000.0,7.998163453,850195.1779,mannanthala,8.5616,76.9427,9.841727,45.625621,49.808814,11.934242,10.343032,Low,7.998163453239224,Inland,Inland,,
3350000.0,13.99908173,239301.4102,kowdiar,8.5222,76.9605,13.27826467,46.80432058,50.98750983,9.780415629,8.189200846,High,13.999081732114254,Inland,Inland,,
8100000.0,6.756198347,1198899.083,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,6.756198344677522,Inland,Inland,,
36000000.0,30.00459137,1199816.373,jagathy,8.4959,76.9665,15.94333034,50.1200785,54.30326774,8.893930279,9.847007231,Low,30.00459137758408,Inland,Inland,,
3200000.0,7.998163453,400091.8484,palayam,8.5039,76.9511,13.44172217,49.62898182,53.81217107,7.498876173,7.529455411,Low,7.998163453709595,Inland,Inland,,
2780000.0,3.698347107,751687.1509,pattoor,8.4984,76.9348,12.46180318,51.40185614,55.58504538,5.353996926,5.266759453,Low,3.6983471071329177,Inland,Inland,,
4500000.0,5.0,900000.0,karakkamandapam,8.4579,76.9994,21.37635035,53.0794474,57.26263664,10.80107888,5.715451375,Low,5.0,Inland,Inland,,
10000000.0,18.99678604,526404.8339,karakkamandapam,8.4579,76.9994,21.37635035,53.0794474,57.26263664,10.80107888,5.715451375,Low,18.996786039961933,Inland,Inland,,
8000000.0,5.0,1600000.0,kesavadasapuram,8.5297,76.9384,10.113221,48.454074,52.637267,8.046797,6.455587,Low,5.0,Inland,Inland,,
17600000.0,21.99724518,800100.1878,vallakkadavu,8.475,76.9195,14.243906,56.705267,60.88846,1.158748,8.862686,Low,21.99724518049913,Sea view,Inland,,
37500000.0,223.1404959,168055.5555,vallakkadavu,8.475,76.9195,14.243906,56.705267,60.88846,1.158748,8.862686,Low,223.14049594153408,Sea view,Inland,,
1800000.0,3.000459137,599908.1867,mannanthala,8.5616,76.9427,9.841727,45.625621,49.808814,11.934242,10.343032,Low,3.000459136758101,Inland,Inland,,
850000.0,5.99862259,141699.1963,kanjirampara,8.5171,76.9773,15.780727,47.735388,51.918581,11.896085,11.310012,Low,5.998622590634976,Inland,Inland,,
35000000.0,39.99081726,875200.9186,karimankulam,8.5189,76.9902,17.30840689,47.05528786,51.2384771,12.86621131,12.28012439,Low,39.990817258266986,Inland,Inland,,
4200000.0,13.99908173,300019.6785,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,13.999081730233906,Inland,Inland,,
30000000.0,19.99770432,1500172.196,thampuranmukku,8.5305,76.8848,5.179998108,54.4895358,58.67272504,5.702796647,3.615300573,Low,19.99770431687164,Inland,Inland,,
16500000.0,5.99862259,2296375.5430500004,sreevaraham,8.4776,76.942,14.170828,53.174086,57.357279,5.036668,7.29075,High,5.998622589736993,Inland,Inland,,
5000000.0,9.997704316,500114.8106,sreevaraham,8.4776,76.942,14.170828,53.174086,57.357279,5.036668,7.29075,Low,9.997704315137913,Inland,Inland,,
14000000.0,21.99724518,636443.3312,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,21.99724518065624,Inland,Inland,,
40500000.0,44.99540863,900091.8368,sasthamangalam,8.513,76.9715,15.327905,47.951141,52.134334,10.167906,9.581833,Low,44.995408628507626,Inland,Inland,,
24000000.0,32.00183655,749956.9583,avanavanchery,8.6965,76.8404,17.52665801,55.88242375,60.065613,17.88029686,11.87821419,High,32.00183655126438,Inland,Inland,,
3500000.0,3.999081726,875200.9186,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,3.999081725826698,Inland,Inland,,
6500000.0,5.0,1300000.0,kudappanakunnu,8.549,76.9624,12.911424,44.62843,48.811623,12.428108,10.836898,Low,5.0,Inland,Inland,,
6000000.0,14.99770432,400061.2275,nedumangad,8.608,77.0046,20.217621,34.3255,38.508693,21.839424,20.248214,Low,14.997704320146848,Inland,Inland,,
8200000.0,5.495867769,1492030.075,eanchakkal,8.4832,76.9283,12.376686,53.793431,57.976624,4.90569,5.756844,Low,5.495867769287425,Inland,Inland,,
9380000.0,3.999081726,2296375.5430500004,palayam,8.5039,76.9511,13.44172217,49.62898182,53.81217107,7.498876173,7.529455411,High,3.999081725567543,Inland,Inland,,
4300000.0,5.99862259,716831.2284,kariyam,8.5582,76.9225,7.39761,48.426693,52.609886,10.071322,8.990994,Low,5.998622590142726,Inland,Inland,,
7500000.0,4.942607897,1517417.557,gowreesapattom,8.5083,76.9362,11.94846416,50.21112062,54.39430986,7.034774582,5.870142076,Low,4.942607896819003,Inland,Inland,,
7200000.0,5.99862259,1200275.545,gowreesapattom,8.5083,76.9362,11.94846416,50.21112062,54.39430986,7.034774582,5.870142076,Low,5.998622591281738,Inland,Inland,,
18500000.0,39.99081726,462606.1998,manvila,8.5438,76.8937,5.363685714,52.44994013,56.63312937,6.459619669,5.356686357,Low,39.99081726098389,Inland,Inland,,
35000000.0,39.99081726,875200.9186,karimankulam,8.5189,76.9902,17.30840689,47.05528786,51.2384771,12.86621131,12.28012439,Low,39.990817258266986,Inland,Inland,,
16900000.0,9.400826446,1797714.286,jawaharnagar,8.5166,76.9669,14.53887058,47.83838152,52.02157077,10.09663533,9.449806752,Low,9.4008264447869,Inland,Inland,,
1500000.0,5.739210285,261360.0,killipalam,8.4762,76.96,16.38434592,52.54291882,56.72610806,6.617892421,9.437680072,Low,5.73921028466483,Inland,Inland,,
5000000.0,8.999081726,555612.2449,chanthavila,8.5918,76.8851,4.74723235,51.61804058,55.80122982,7.206852193,11.73208746,Low,8.999081726321398,Inland,Inland,,
9000000.0,5.0,1800000.0,vellayambalam,8.5086,76.9657,14.934039,48.781893,52.965086,9.77404,9.187967,Low,5.0,Inland,Inland,,
10000000.0,9.997704316,1000229.621,vettamukku,8.5066,76.9858,17.774202,48.59153,52.774723,11.832711,12.02813,Low,9.997704317136996,Inland,Inland,,
6000000.0,30.00459137,199969.3956,ayiroopara,8.6077,76.9153,8.86862348,46.8795964,51.06278565,11.54233807,14.96898055,Low,30.00459136257949,Inland,Inland,,
15600000.0,11.99954086,1300049.742,anayara,8.5096,76.9168,9.945451099,52.61181266,56.7950019,4.341622156,2.750407373,Low,11.999540860645007,Inland,Lake view,,
20000000.0,21.99724518,909204.7589,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,High,21.99724517961935,Inland,Inland,,
22000000.0,10.99862259,2000250.47,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,10.998622587500254,Inland,Inland,,
5900000.0,6.999540863,842912.4303,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,Low,6.999540863218897,Inland,Inland,,
8000000.0,19.99770432,400045.9189,peyad,8.5173,77.0237,22.032659,45.040947,49.22414,15.810231,14.532601,Low,19.99770431853792,Inland,Inland,,
15000000.0,9.997704316,1500344.432,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,9.997704313805192,Inland,Inland,,
4000000.0,11.99954086,333346.0877,kesavadasapuram,8.5297,76.9384,10.113221,48.454074,52.637267,8.046797,6.455587,High,11.999540860368109,Inland,Inland,,
2500000.0,8.999081726,277806.1225,anayara,8.5096,76.9168,9.945451099,52.61181266,56.7950019,4.341622156,2.750407373,Low,8.99908172470173,Inland,Lake view,,
3000000.0,12.51147842,239779.8165,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,12.511478421287393,Inland,Inland,,
8700000.0,7.318640955,1188745.295,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,7.318640954116248,Inland,Inland,,
10200000.0,5.99862259,1700390.356,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,5.99862258922386,Inland,Inland,,
50000000.0,50.0,1000000.0,balaramapuram,8.4321,77.0503,28.722221,51.713743,55.896936,10.107014,7.286278,Low,50.0,Inland,Inland,,
1550000.0,21.99724518,70463.36881,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,21.997245181102205,Inland,Inland,,
8000000.0,5.0,1600000.0,sasthamangalam,8.513,76.9715,15.327905,47.951141,52.134334,10.167906,9.581833,Low,5.0,Inland,Inland,,
1000000.0,9.997704316,100022.9621,vizhinjam,8.3932,77.0046,26.898654,59.525163,63.708356,4.045079,5.713554,Low,9.997704317136996,Inland,Inland,,
7050000.0,23.48484848,300193.5484,attingal,8.6982,76.8137,18.106345,58.660363,62.843556,16.803479,11.596318,Low,23.48484848383904,Inland,Inland,,
14000000.0,19.99770432,700080.358,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,19.997704320680285,Inland,Inland,,
10800000.0,5.99862259,1800413.318,anayara,8.5096,76.9168,9.945451099,52.61181266,56.7950019,4.341622156,2.750407373,Low,5.998622589615836,Inland,Lake view,,
7500000.0,13.99908173,535749.4259,chirayinkeezhu,8.6559,76.7832,17.625025,63.593848,67.777041,13.807769,6.636703,Low,13.999081730047262,Inland,Inland,,
7500000.0,30.00459137,249961.7444,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,30.00459137458316,Inland,Inland,,
6300000.0,17.99816345,350035.7143,balaramapuram,8.4321,77.0503,28.722221,51.713743,55.896936,10.107014,7.286278,Low,17.998163451974364,Inland,Inland,,
8500000.0,14.99770432,566753.4056,kulasekharam,8.5234,77.0061,19.250056,45.812396,49.995589,14.881053,14.82385,Low,14.997704320808406,Inland,Inland,,
7440000.0,5.99862259,1240284.73,ulloor,8.53,76.9289,9.111596,49.531731,53.714924,6.992217,5.401007,Low,5.998622590475656,Inland,Inland,,
2450000.0,3.000459137,816541.6985,pallichal,8.45,77.0261,24.70828712,52.43273625,56.61592549,11.24535103,6.153664026,Low,3.000459136992867,Inland,Inland,,
24000000.0,19.99770432,1200137.757,kudappanakunnu,8.549,76.9624,12.911424,44.62843,48.811623,12.428108,10.836898,Low,19.997704313539067,Inland,Inland,,
6980000.0,14.99770432,465404.5613,thiruvallam,8.4479,76.9557,18.116752,56.031606,60.214799,6.992976,10.639722,Low,14.997704320952472,Inland,Inland,,
1750000.0,5.0,350000.0,vattappara,8.5927,76.9499,12.137705,42.670325,46.853518,14.811417,15.145692,High,5.0,Inland,Inland,,
5610000.0,6.597796143,850283.9249,thattinakam,8.5464,76.9324,8.676915893,48.1976493,52.38083855,9.231446756,7.640231973,Low,6.597796142811685,Inland,Inland,,
3800000.0,5.0,760000.0,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,5.0,Inland,Inland,,
21000000.0,19.99770432,1050120.537,kovalam,8.3988,76.982,23.553144,62.189857,66.37305,1.251557,5.736696,Low,19.997704320680285,Sea view,Inland,,
4800000.0,5.99862259,800183.6968,neyyattinkara,8.4027,77.0861,33.284209,54.674092,58.857285,11.435348,11.848266,Low,5.998622590282197,Inland,Inland,,
11200000.0,8.000459137,1399919.656,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,8.000459134920526,Inland,Inland,,
1100000.0,11.99954086,91670.17412,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,Low,11.999540860040858,Inland,Inland,,
8100000.0,9.997704316,810185.9931,venganoor,8.4051,77.0056,26.741916,58.974826,63.158019,4.622647,4.105535,Low,9.997704316026397,Inland,Inland,,
5700000.0,5.99862259,950218.14,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,5.998622589966552,Inland,Inland,,
9000000.0,5.99862259,1500344.432,kunnukuzhi,8.5051,76.9398,12.81252173,50.30887605,54.49206529,6.397435436,6.228661726,Low,5.998622588283115,Inland,Inland,,
23800000.0,15.99862259,1487628.067,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,15.998622591193689,Inland,Inland,,
4000000.0,10.99862259,363681.9036,peyad,8.5173,77.0237,22.032659,45.040947,49.22414,15.810231,14.532601,Low,10.99862258859998,Inland,Inland,,
9000000.0,9.997704316,900206.659,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,9.997704316026391,Inland,Inland,,
6000000.0,9.997704316,600137.7727,thonnakkal,8.6359,76.8462,9.776158283,54.90831158,59.09150083,10.12979713,7.212704055,High,9.997704315471092,Inland,Inland,,
7750000.0,61.98347107,125033.3333,neyyattinkara,8.4027,77.0861,33.284209,54.674092,58.857285,11.435348,11.848266,Low,61.983471090904686,Inland,Inland,,
3600000.0,3.999081726,900206.6591,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,3.9990817259663167,Inland,Inland,,
990000.0,3.999081726,247556.8313,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,3.9990817251989927,Inland,Inland,,
80000000.0,89.99081726,888979.5919,technopark,8.5581,76.8816,2.724974884,53.80764552,57.99083477,5.398689473,7.571957401,Low,89.99081725714024,Inland,Inland,,
19200000.0,15.99862259,1200103.315,anayara,8.5096,76.9168,9.945451099,52.61181266,56.7950019,4.341622156,2.750407373,Low,15.998622585256337,Inland,Lake view,,
13500000.0,30.00459137,449931.14,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,30.004591369248192,Inland,Inland,,
44000000.0,19.99770432,2200252.554,kannammula,8.5048,76.9312,12.174392,51.10450691,55.28769616,6.112001144,5.212514367,Low,19.99770431808348,Inland,Inland,,
9600000.0,11.99954086,800030.6105,karakkamandapam,8.4579,76.9994,21.37635035,53.0794474,57.26263664,10.80107888,5.715451375,Low,11.99954086006813,Inland,Inland,,
14000000.0,6.999540863,2000131.191,manacaud,8.4719,76.9518,15.759957,53.201069,57.384262,5.722958,8.862142,Low,6.999540861617412,Inland,Inland,,
22800000.0,64.99081726,350818.792,chempakamangalam,8.6481,76.8404,11.39745961,55.9141837,60.09737294,11.75109846,6.699311048,Low,64.99081725359797,Inland,Inland,,
12000000.0,41.32231405,290400.0,puthenchantha,8.4929,76.9474,14.377587,50.99278705,55.1759763,6.996457391,7.182543274,Low,41.32231404958678,Inland,Inland,,
7200000.0,3.999081726,1800413.318,killipalam,8.4762,76.96,16.38434592,52.54291882,56.72610806,6.617892421,9.437680072,Low,3.999081726410557,Inland,Inland,,
13000000.0,19.99770432,650074.6182,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,19.997704318922445,Inland,Inland,,
60000000.0,30.00459137,1999693.956,muttada,8.5338,76.9471,11.165785,47.385297,51.56849,9.602435,8.011225,Low,30.00459136257949,Inland,Inland,,
550000.0,5.991735537,91793.10345,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,5.991735537077541,Inland,Inland,,
9500000.0,30.00459137,316618.2096,dhanuvachapuram,8.3839,77.1284,39.091777,60.538666,64.721859,12.613436,17.655834,Low,30.00459137205607,Inland,Inland,,
10200000.0,8.49862259,1200194.489,balaramapuram,8.4321,77.0503,28.722221,51.713743,55.896936,10.107014,7.286278,Low,8.498622592825454,Inland,Inland,,
40000000.0,99.97704316,400091.8484,pallichal,8.45,77.0261,24.70828712,52.43273625,56.61592549,11.24535103,6.153664026,Low,99.97704317136994,Inland,Inland,,
90000000.0,100.0,900000.0,vithura,8.6753,77.0852,36.060227,19.26824,23.451433,37.68203,36.09082,Low,100.0,Inland,Inland,,
7200000.0,5.991735537,1201655.172,nedumangad,8.608,77.0046,20.217621,34.3255,38.508693,21.839424,20.248214,Low,5.991735539253352,Inland,Inland,,
25800000.0,85.99632691,300012.8137,korani,8.6645,76.8403,13.053363,56.995348,61.178541,13.407005,7.973785,Low,85.99632689622017,Inland,Inland,,
3500000.0,41.98806244,83357.0257,nemom,8.4579,76.9994,21.375005,53.082335,57.265528,10.794403,5.708785,Low,41.98806244114826,Inland,Inland,,
28200000.0,93.98530762,300046.8979,pravachambalam,8.4494,77.0115,23.16121,54.077387,58.26058,9.69703,4.605345,Low,93.98530762147232,Inland,Inland,,
56000000.0,55.99173554,1000147.601,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,55.99173556383904,Inland,Inland,,
12000000.0,5.99862259,2000459.242,ptpnagar,8.5115,76.9909,17.622995,47.816632,51.999825,12.841586,12.255513,Low,5.998622590282197,Inland,Inland,,
4500000.0,5.968778696,753923.0769,kudappanakunnu,8.549,76.9624,12.911424,44.62843,48.811623,12.428108,10.836898,Low,5.968778696234122,Inland,Inland,,
2000000.0,25.0,80000.0,kunnapuzha,8.4912,76.9963,19.593986,49.915616,54.098809,11.672219,9.947392,Low,25.0,Inland,Inland,,
11200000.0,13.99908173,800052.476,kulathoor,8.3319,77.0967,40.38119,64.786367,68.96956,5.40518,19.586336,Low,13.999081730233906,Inland,Inland,,
7500000.0,9.87144169,759767.4418,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,9.871441690409114,Inland,Inland,,
28000000.0,28.00734619,999737.7049,thiruvallam,8.4479,76.9557,18.116752,56.031606,60.214799,6.992976,10.639722,Low,28.007346189669555,Inland,Inland,,
12000000.0,14.92194674,804184.6154,kulathoor,8.3319,77.0967,40.38119,64.786367,68.96956,5.40518,19.586336,Low,14.92194673984309,Inland,Inland,,
68000000.0,79.98163453,850195.1779,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,79.98163453239223,Inland,Inland,,
52500000.0,23.98989899,2188421.053,murinjapalam,8.5162,76.9319,11.094788,50.327682,54.510875,6.259731,4.668521,High,23.98989898586029,Inland,Inland,,
14400000.0,100.0,144000.0,kattakkada,8.5033,77.0852,29.967282,42.455763,46.638956,20.251251,17.19968,Low,100.0,Inland,Inland,,
400000.0,5.165289256,77440.0,vizhinjam,8.3932,77.0046,26.898654,59.525163,63.708356,4.045079,5.713554,Low,5.1652892561983474,Inland,Inland,,
980000.0,6.999540863,140009.1833,nemom,8.4579,76.9994,21.375005,53.082335,57.265528,10.794403,5.708785,Low,6.999540865116953,Inland,Inland,,
9000000.0,5.99862259,1500344.432,kuravankonam,8.5243,76.9542,12.6403,47.342422,51.525615,9.142452,7.551242,Low,5.998622588283115,Inland,Inland,,
4000000.0,39.99081726,100022.9621,vattappara,8.5927,76.9499,12.137705,42.670325,46.853518,14.811417,15.145692,Low,39.99081726854798,Inland,Inland,,
2400000.0,3.730486685,643347.6923,powdikonam,8.5731,76.9261,7.703057,46.78539,50.968583,10.376769,10.711044,Low,3.730486685076744,Inland,Inland,,
10000000.0,8.999081726,1111224.49,pongumoodu,8.5393,76.9174,7.839663,50.295587,54.47878,7.969712,6.378502,Low,8.99908172470173,Inland,Inland,,
60000000.0,126.2626263,475199.9999,poovar,8.3177,77.0708,37.817518,65.179452,69.362645,0.905822,17.359581,Low,126.26262628919667,Beachfront,Inland,,
91500000.0,60.99632691,1500090.327,pangappara,8.5587,76.898,4.164973,51.468139,55.651332,6.838685,8.480528,Low,60.996326923185336,Inland,Inland,,
800000.0,5.0,160000.0,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,5.0,Inland,Inland,,
20000000.0,21.99724518,909204.7589,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,21.99724517961935,Inland,Inland,,
